dataset	complex_id	conformer	status	reason	smiles	heavy_atoms	rotatable_bonds	seed	embed_attempts	conformer_rmsd_to_crystal	pdbqt_bytes	elapsed_s	recorded
astex	1LRH_NLA	genconf	ok		O=C(O)Cc1cccc2ccccc12	14	2	20260922	1	0.923	1481	0.03	2026-09-22T15:00:48+08:00
astex	1M2Z_DEX	refconf	ok		C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	28	2				3008	0.01	2026-09-22T15:00:48+08:00
astex	1L7F_BCZ	genconf	ok		CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N	23	7	20260922	1	1.088	3012	0.15	2026-09-22T15:00:48+08:00
astex	1MEH_MOA	refconf	ok		COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2	23	6				2529	0.01	2026-09-22T15:00:48+08:00
astex	1LPZ_CMB	genconf	ok		Cc1cccc2c1cc(C(=O)NCc1cc(Cl)cc(Cl)c1)n2Cc1cccc(C(=N)N)c1	32	6	20260922	1	1.65	3440	0.17	2026-09-22T15:00:48+08:00
astex	1MMV_3AR	refconf	ok		CCCNC(=[NH2+])NCCC[C@H](N)C(=O)O	15	7				2289	0.01	2026-09-22T15:00:49+08:00
posebusters	7ZXV_45D	genconf	ok		CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O	42	10	20260922	1	1.653	4140	2.13	2026-09-22T15:00:46+08:00
astex	1MZC_BNE	refconf	ok		CC[C@@]1(c2cccc(Oc3cc([C@](C)(N)c4cncn4C)ccc3C#N)c2)CCCCN(C)C1=O	35	6				3980	0.01	2026-09-22T15:00:49+08:00
astex	1MEH_MOA	genconf	ok		COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2	23	6	20260922	1	1.498	2547	0.1	2026-09-22T15:00:48+08:00
astex	1MMV_3AR	genconf	ok		CCCNC(=[NH2+])NCCC[C@H](N)C(=O)O	15	7	20260922	1	1.467	2289	0.07	2026-09-22T15:00:49+08:00
astex	1N1M_A3M	refconf	ok		CC(C)[C@H](N)C(=O)N1CCCC1	12	2				1380	0.01	2026-09-22T15:00:49+08:00
astex	1N2J_PAF	refconf	ok		CC(C)(CO)[C@@H](O)C(=O)[O-]	10	3				1276	0.01	2026-09-22T15:00:49+08:00
astex	1N2J_PAF	genconf	ok		CC(C)(CO)[C@@H](O)C(=O)[O-]	10	3	20260922	1	1.54	1276	0.02	2026-09-22T15:00:49+08:00
astex	1N2V_BDI	refconf	ok		CCCCc1nc2c(=O)[nH][nH]c(=O)c2[nH]1	15	3				1753	0.01	2026-09-22T15:00:49+08:00
astex	1N1M_A3M	genconf	ok		CC(C)[C@H](N)C(=O)N1CCCC1	12	2	20260922	1	0.59	1380	0.04	2026-09-22T15:00:49+08:00
astex	1N46_PFA	refconf	ok		Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Oc1ccc(O)c(C(C)C)c1	27	4				2800	0.01	2026-09-22T15:00:49+08:00
astex	1N2V_BDI	genconf	ok		CCCCc1nc2c(=O)[nH][nH]c(=O)c2[nH]1	15	3	20260922	1	0.46	1753	0.03	2026-09-22T15:00:49+08:00
astex	1NAV_IH5	refconf	ok		CC(C)c1cc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)ccc1O	23	5				2493	0.01	2026-09-22T15:00:49+08:00
astex	1M2Z_DEX	genconf	ok		C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	28	2	20260922	1	0.507	3008	0.27	2026-09-22T15:00:48+08:00
astex	1OF1_SCT	refconf	ok		Cc1cn([C@@]23C[C@H](O)[C@@H](CO)[C@@H]2C3)c(=O)[nH]c1=O	18	2				2064	0.01	2026-09-22T15:00:49+08:00
astex	1NAV_IH5	genconf	ok		CC(C)c1cc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)ccc1O	23	5	20260922	1	1.126	2511	0.06	2026-09-22T15:00:49+08:00
astex	1OF6_DTY	refconf	ok		N[C@@H](Cc1ccc(O)cc1)C(=O)O	13	3				1756	0.01	2026-09-22T15:00:49+08:00
astex	1OF1_SCT	genconf	ok		Cc1cn([C@@]23C[C@H](O)[C@@H](CO)[C@@H]2C3)c(=O)[nH]c1=O	18	2	20260922	1	1.891	2064	0.05	2026-09-22T15:00:49+08:00
astex	1OF6_DTY	genconf	ok		N[C@@H](Cc1ccc(O)cc1)C(=O)O	13	3	20260922	1	1.105	1756	0.03	2026-09-22T15:00:49+08:00
astex	1OPK_P16	refconf	ok		Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21	29	4				2972	0.01	2026-09-22T15:00:49+08:00
astex	1OQ5_CEL	refconf	ok		Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1	26	3				2713	0.01	2026-09-22T15:00:49+08:00
astex	1KZK_JE2	genconf	ok		Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(O)c2C)CSC1(C)C	41	9	20260922	1	1.554	4455	0.47	2026-09-22T15:00:48+08:00
astex	1N46_PFA	genconf	ok		Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Oc1ccc(O)c(C(C)C)c1	27	4	20260922	1	1.335	2800	0.13	2026-09-22T15:00:49+08:00
astex	1OWE_675	refconf	ok		N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1	22	3				2440	0.01	2026-09-22T15:00:49+08:00
astex	1OYT_FSN	refconf	ok		NC(=[NH2+])c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)cc1	30	4				3219	0.01	2026-09-22T15:00:49+08:00
astex	1OWE_675	genconf	ok		N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1	22	3	20260922	1	0.91	2440	0.06	2026-09-22T15:00:49+08:00
astex	1OQ5_CEL	genconf	ok		Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1	26	3	20260922	1	0.512	2713	0.07	2026-09-22T15:00:49+08:00
astex	1P2Y_NCT	refconf	ok		CN1CCC[C@H]1c1cccnc1	12	1				1139	0.01	2026-09-22T15:00:49+08:00
astex	1P62_GEO	refconf	ok		Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1	18	2				2174	0.01	2026-09-22T15:00:49+08:00
astex	1P2Y_NCT	genconf	ok		CN1CCC[C@H]1c1cccnc1	12	1	20260922	1	0.291	1139	0.03	2026-09-22T15:00:49+08:00
astex	1PMN_984	refconf	ok		CCCn1c(C2CCN(C)CC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CC2)n1	33	7				3304	0.01	2026-09-22T15:00:49+08:00
astex	1OPK_P16	genconf	ok		Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21	29	4	20260922	1	1.522	2972	0.11	2026-09-22T15:00:49+08:00
astex	1Q1G_MTI	refconf	ok		CSC[C@H]1[NH2+][C@@H](c2c[nH]c3c(=O)[nH]cnc23)[C@H](O)[C@@H]1O	20	3				2532	0.01	2026-09-22T15:00:49+08:00
astex	1P62_GEO	genconf	ok		Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1	18	2	20260922	1	1.681	2141	0.04	2026-09-22T15:00:49+08:00
astex	1Q41_IXM	refconf	ok		O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O	21	0				2204	0.01	2026-09-22T15:00:49+08:00
astex	1MZC_BNE	genconf	ok		CC[C@@]1(c2cccc(Oc3cc([C@](C)(N)c4cncn4C)ccc3C#N)c2)CCCCN(C)C1=O	35	6	20260922	1	2.766	3980	0.33	2026-09-22T15:00:49+08:00
astex	1Q4G_BFL	refconf	ok		C[C@H](C(=O)O)c1ccc(-c2ccccc2)cc1	17	3				1784	0.01	2026-09-22T15:00:49+08:00
astex	1Q41_IXM	genconf	ok		O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O	21	0	20260922	1	0.126	2204	0.06	2026-09-22T15:00:49+08:00
astex	1Q4G_BFL	genconf	ok		C[C@H](C(=O)O)c1ccc(-c2ccccc2)cc1	17	3	20260922	1	0.273	1784	0.04	2026-09-22T15:00:49+08:00
astex	1Q1G_MTI	genconf	ok		CSC[C@H]1[NH2+][C@@H](c2c[nH]c3c(=O)[nH]cnc23)[C@H](O)[C@@H]1O	20	3	20260922	1	1.408	2532	0.08	2026-09-22T15:00:49+08:00
astex	1R1H_BIR	refconf	ok		C[C@H](NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)C[P@](=O)(O)[C@H](C)N)C(=O)O	29	9				3478	0.01	2026-09-22T15:00:49+08:00
astex	1R55_097	refconf	ok		CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C	23	7				2866	0.01	2026-09-22T15:00:49+08:00
astex	1R58_AO5	refconf	ok		CC(C)SCC[C@@H](N)[C@H](O)C(=O)NNC(=O)c1cccc(Cl)c1	23	7				2858	0.01	2026-09-22T15:00:49+08:00
astex	1OYT_FSN	genconf	ok		NC(=[NH2+])c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)cc1	30	4	20260922	1	2.379	3219	0.26	2026-09-22T15:00:49+08:00
astex	1R9O_FLP	refconf	ok		C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1	18	3				1873	0.01	2026-09-22T15:00:49+08:00
astex	1R58_AO5	genconf	ok		CC(C)SCC[C@@H](N)[C@H](O)C(=O)NNC(=O)c1cccc(Cl)c1	23	7	20260922	1	2.699	2858	0.11	2026-09-22T15:00:49+08:00
astex	1PMN_984	genconf	ok		CCCn1c(C2CCN(C)CC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CC2)n1	33	7	20260922	1	1.46	3304	0.22	2026-09-22T15:00:49+08:00
astex	1S19_MC9	refconf	ok		C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	30	5				3283	0.01	2026-09-22T15:00:49+08:00
astex	1R9O_FLP	genconf	ok		C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1	18	3	20260922	1	1.496	1873	0.05	2026-09-22T15:00:49+08:00
astex	1S3V_TQD	refconf	ok		COc1cc(N(C)C[C@@H]2CCC3=C(C2)C(N)=N[C@@H](N)N3)cc(OC)c1OC	27	6				3130	0.01	2026-09-22T15:00:49+08:00
astex	1SG0_STL	refconf	ok		Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1	17	2				1986	0.01	2026-09-22T15:00:49+08:00
astex	1R55_097	genconf	ok		CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C	23	7	20260922	1	1.335	2866	0.15	2026-09-22T15:00:49+08:00
astex	1SJ0_E4D	refconf	ok		Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1	33	6				3420	0.01	2026-09-22T15:00:49+08:00
astex	1SG0_STL	genconf	ok		Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1	17	2	20260922	1	0.175	1986	0.04	2026-09-22T15:00:49+08:00
astex	1SQ5_PAU	refconf	ok		CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O	15	6				2033	0.01	2026-09-22T15:00:49+08:00
astex	1SQ5_PAU	genconf	ok		CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O	15	6	20260922	1	1.146	2033	0.06	2026-09-22T15:00:49+08:00
astex	1R1H_BIR	genconf	ok		C[C@H](NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)C[P@](=O)(O)[C@H](C)N)C(=O)O	29	9	20260922	1	2.641	3478	0.27	2026-09-22T15:00:49+08:00
astex	1SQN_NDR	refconf	ok		C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C	22	0				2144	0.02	2026-09-22T15:00:49+08:00
astex	1T40_ID5	refconf	ok		O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2c(F)c(F)cc(F)c2s1	28	6				2948	0.01	2026-09-22T15:00:49+08:00
astex	1S3V_TQD	genconf	ok		COc1cc(N(C)C[C@@H]2CCC3=C(C2)C(N)=N[C@@H](N)N3)cc(OC)c1OC	27	6	20260922	1	1.232	3130	0.22	2026-09-22T15:00:49+08:00
astex	1T46_STI	refconf	ok		Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	37	7				3751	0.01	2026-09-22T15:00:49+08:00
astex	1T40_ID5	genconf	ok		O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2c(F)c(F)cc(F)c2s1	28	6	20260922	1	2.53	2948	0.08	2026-09-22T15:00:49+08:00
astex	1T9B_1CS	refconf	ok		COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1	23	4				2412	0.01	2026-09-22T15:00:49+08:00
astex	1SQN_NDR	genconf	ok		C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C	22	0	20260922	1	0.45	2144	0.15	2026-09-22T15:00:49+08:00
astex	1SJ0_E4D	genconf	ok		Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1	33	6	20260922	1	0.942	3420	0.24	2026-09-22T15:00:49+08:00
astex	1TOW_CRZ	refconf	ok		O=C(O)CCCn1c2ccccc2c2ccccc21	19	4				1984	0.01	2026-09-22T15:00:49+08:00
astex	1TT1_KAI	refconf	ok		C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O	15	4				1857	0.01	2026-09-22T15:00:49+08:00
astex	1T9B_1CS	genconf	ok		COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1	23	4	20260922	1	1.437	2412	0.06	2026-09-22T15:00:49+08:00
astex	1TZ8_DES	refconf	ok		CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1	20	4				2197	0.01	2026-09-22T15:00:49+08:00
astex	1TOW_CRZ	genconf	ok		O=C(O)CCCn1c2ccccc2c2ccccc21	19	4	20260922	1	0.855	1984	0.05	2026-09-22T15:00:49+08:00
astex	1U1C_BAU	refconf	ok		O=c1[nH]c(=O)n(COCCO)cc1Cc1ccccc1	20	6				2227	0.01	2026-09-22T15:00:49+08:00
astex	1TT1_KAI	genconf	ok		C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O	15	4	20260922	1	1.549	1857	0.05	2026-09-22T15:00:49+08:00
astex	1U4D_DBQ	refconf	ok		NC1=N/C(=C2/CCNC(=O)c3[nH]ccc32)C(=O)N1	18	0				2415	0.01	2026-09-22T15:00:49+08:00
astex	1S19_MC9	genconf	ok		C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	30	5	20260922	1	1.855	3283	0.37	2026-09-22T15:00:49+08:00
astex	1UML_FR4	refconf	ok		NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)CCc4ccccc4)cc32)cn1	33	10				3691	0.01	2026-09-22T15:00:49+08:00
astex	1TZ8_DES	genconf	ok		CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1	20	4	20260922	1	0.371	2197	0.07	2026-09-22T15:00:49+08:00
astex	1U4D_DBQ	genconf	ok		NC1=N/C(=C2/CCNC(=O)c3[nH]ccc32)C(=O)N1	18	0	20260922	1	0.212	2415	0.04	2026-09-22T15:00:49+08:00
astex	1U1C_BAU	genconf	ok		O=c1[nH]c(=O)n(COCCO)cc1Cc1ccccc1	20	6	20260922	1	1.324	2227	0.05	2026-09-22T15:00:49+08:00
astex	1UNL_RRC	refconf	ok		CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1	26	8				2923	0.01	2026-09-22T15:00:49+08:00
astex	1UOU_CMU	refconf	ok		N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl	16	2				1804	0.01	2026-09-22T15:00:49+08:00
astex	1V0P_PVB	refconf	ok		CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1	30	8				3401	0.01	2026-09-22T15:00:49+08:00
astex	1UOU_CMU	genconf	ok		N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl	16	2	20260922	1	1.561	1804	0.03	2026-09-22T15:00:49+08:00
astex	1V48_HA1	refconf	ok		Nc1nc2c(ncn2CCCCC(F)(F)P(=O)(O)O)c(=O)[nH]1	22	6				2732	0.01	2026-09-22T15:00:50+08:00
astex	1V48_HA1	genconf	ok		Nc1nc2c(ncn2CCCCC(F)(F)P(=O)(O)O)c(=O)[nH]1	22	6	20260922	1	0.772	2699	0.06	2026-09-22T15:00:50+08:00
astex	1T46_STI	genconf	ok		Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	37	7	20260922	1	1.623	3751	0.27	2026-09-22T15:00:49+08:00
astex	1V4S_MRK	refconf	ok		Cn1ccnc1Sc1cc(C(=O)Nc2nccs2)c(N)cc1F	23	4				2509	0.01	2026-09-22T15:00:50+08:00
astex	1UNL_RRC	genconf	ok		CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1	26	8	20260922	1	2.086	2923	0.13	2026-09-22T15:00:49+08:00
astex	1VCJ_IBA	refconf	ok		CCC(CC)Nc1cc(C(=O)O)ccc1N1C(=O)CC[C@@]1(CN)CO	25	8				3078	0.02	2026-09-22T15:00:50+08:00
astex	1W1P_GIO	refconf	ok		O=C1NCC(=O)N2CCC[C@@H]12	11	0				1109	0.01	2026-09-22T15:00:50+08:00
astex	1W1P_GIO	genconf	ok		O=C1NCC(=O)N2CCC[C@@H]12	11	0	20260922	1	0.158	1109	0.02	2026-09-22T15:00:50+08:00
astex	1W2G_THM	refconf	ok		Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O	17	2				1970	0.01	2026-09-22T15:00:50+08:00
astex	1V0P_PVB	genconf	ok		CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1	30	8	20260922	1	2.261	3401	0.17	2026-09-22T15:00:50+08:00
astex	1V4S_MRK	genconf	ok		Cn1ccnc1Sc1cc(C(=O)Nc2nccs2)c(N)cc1F	23	4	20260922	1	1.618	2509	0.08	2026-09-22T15:00:50+08:00
astex	1X8X_TYR	refconf	ok		N[C@@H](Cc1ccc(O)cc1)C(=O)O	13	3				1756	0.01	2026-09-22T15:00:50+08:00
astex	1XM6_5RM	refconf	ok		CCCOc1cc([C@]2(C)CNC(=O)O2)ccc1OC	19	5				1990	0.01	2026-09-22T15:00:50+08:00
astex	1W2G_THM	genconf	ok		Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O	17	2	20260922	1	1.93	1970	0.05	2026-09-22T15:00:50+08:00
astex	1XOQ_ROF	refconf	ok		O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1	26	7				2687	0.01	2026-09-22T15:00:50+08:00
astex	1X8X_TYR	genconf	ok		N[C@@H](Cc1ccc(O)cc1)C(=O)O	13	3	20260922	1	1.223	1756	0.03	2026-09-22T15:00:50+08:00
astex	1XOZ_CIA	refconf	ok		CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O	29	1				2764	0.02	2026-09-22T15:00:50+08:00
astex	1UML_FR4	genconf	ok		NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)CCc4ccccc4)cc32)cn1	33	10	20260922	1	2.417	3691	0.3	2026-09-22T15:00:49+08:00
astex	1VCJ_IBA	genconf	ok		CCC(CC)Nc1cc(C(=O)O)ccc1N1C(=O)CC[C@@]1(CN)CO	25	8	20260922	1	1.822	3078	0.16	2026-09-22T15:00:50+08:00
astex	1XM6_5RM	genconf	ok		CCCOc1cc([C@]2(C)CNC(=O)O2)ccc1OC	19	5	20260922	1	0.579	1990	0.09	2026-09-22T15:00:50+08:00
astex	1Y6B_AAX	refconf	ok		COc1ccc(S(=O)(=O)NCC2CC2)cc1Nc1ncc(-c2cccc(-c3cccnc3)c2)o1	34	9				3559	0.01	2026-09-22T15:00:50+08:00
astex	1YGC_905	refconf	ok		CCOc1cc(OCC)c(F)c([C@@H](Nc2ccc(C(=N)N)c(O)c2)C(=O)NS(=O)(=O)c2cccc(N)c2)c1	38	11				4569	0.01	2026-09-22T15:00:50+08:00
astex	1YQY_915	refconf	ok		Cc1cc(S(=O)(=O)N[C@@H](C(=O)NO)C2CCOCC2)ccc1F	23	5				2550	0.01	2026-09-22T15:00:50+08:00
astex	1XOQ_ROF	genconf	ok		O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1	26	7	20260922	1	1.653	2687	0.1	2026-09-22T15:00:50+08:00
astex	1YV3_BIT	refconf	ok		Cc1ccc2c(c1)C(=O)[C@]1(O)CCN(c3ccccc3)C1=N2	22	1				2159	0.01	2026-09-22T15:00:50+08:00
astex	1XOZ_CIA	genconf	ok		CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O	29	1	20260922	1	1.259	2764	0.17	2026-09-22T15:00:50+08:00
astex	1YQY_915	genconf	ok		Cc1cc(S(=O)(=O)N[C@@H](C(=O)NO)C2CCOCC2)ccc1F	23	5	20260922	1	1.256	2550	0.1	2026-09-22T15:00:50+08:00
astex	1YVF_PH7	refconf	ok		O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1	28	6				2948	0.01	2026-09-22T15:00:50+08:00
astex	1YWR_LI9	refconf	ok		C[C@H](Nc1nccc(-c2c(-c3ccc(F)cc3)c(=O)n(C3CCNCC3)n2C)n1)c1ccccc1	35	6				3551	0.01	2026-09-22T15:00:50+08:00
astex	1YV3_BIT	genconf	ok		Cc1ccc2c(c1)C(=O)[C@]1(O)CCN(c3ccccc3)C1=N2	22	1	20260922	1	0.19	2159	0.1	2026-09-22T15:00:50+08:00
astex	1Z95_198	refconf	ok		C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	29	5				3046	0.01	2026-09-22T15:00:50+08:00
astex	1YVF_PH7	genconf	ok		O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1	28	6	20260922	1	1.932	2948	0.11	2026-09-22T15:00:50+08:00
astex	2BM2_PM2	refconf	ok		NCc1cccc(C2CCN(C(=O)c3cncc(CCc4ccccc4)c3)CC2)c1	30	6				3118	0.01	2026-09-22T15:00:50+08:00
astex	1Z95_198	genconf	ok		C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	29	5	20260922	1	2.102	3046	0.11	2026-09-22T15:00:50+08:00
astex	2BR1_PFP	refconf	ok		COc1ccc(-c2oc3ncnc(NCCO)c3c2-c2ccc(OC)cc2)cc1	29	7				3065	0.01	2026-09-22T15:00:50+08:00
astex	1Y6B_AAX	genconf	ok		COc1ccc(S(=O)(=O)NCC2CC2)cc1Nc1ncc(-c2cccc(-c3cccnc3)c2)o1	34	9	20260922	1	1.048	3559	0.33	2026-09-22T15:00:50+08:00
astex	2BSM_BSM	refconf	ok		CCNC(=O)c1n[nH]c(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1	27	5				3035	0.01	2026-09-22T15:00:50+08:00
astex	2BR1_PFP	genconf	ok		COc1ccc(-c2oc3ncnc(NCCO)c3c2-c2ccc(OC)cc2)cc1	29	7	20260922	1	0.628	3065	0.12	2026-09-22T15:00:50+08:00
astex	1YGC_905	genconf	ok		CCOc1cc(OCC)c(F)c([C@@H](Nc2ccc(C(=N)N)c(O)c2)C(=O)NS(=O)(=O)c2cccc(N)c2)c1	38	11	20260922	1	2.734	4569	0.39	2026-09-22T15:00:50+08:00
astex	2BM2_PM2	genconf	ok		NCc1cccc(C2CCN(C(=O)c3cncc(CCc4ccccc4)c3)CC2)c1	30	6	20260922	1	2.36	3118	0.17	2026-09-22T15:00:50+08:00
astex	2BSM_BSM	genconf	ok		CCNC(=O)c1n[nH]c(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1	27	5	20260922	1	1.059	3035	0.09	2026-09-22T15:00:50+08:00
astex	1YWR_LI9	genconf	ok		C[C@H](Nc1nccc(-c2c(-c3ccc(F)cc3)c(=O)n(C3CCNCC3)n2C)n1)c1ccccc1	35	6	20260922	1	1.679	3551	0.33	2026-09-22T15:00:50+08:00
posebusters	8F4J_PHO	genconf	ok		C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)[C@@H]4C(=O)OC)[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]3C	64	20	20260922	1	3.483	6706	2.94	2026-09-22T15:00:47+08:00
